SWEET HARVEST FARMS,sweetharvestfarmshome@gmail.com,COLOR BY NATURE,716-537-3734,"10179 WARNER GULF ROAD, HOLLAND, NY 14080"
FLOWER HILL FARM,Usflowerhillfarmny@gmail.com,ALAN FRANKES NURSERY,315-926-5128,"4169 HALL CENTER RD/441 FARM, WALWORTH, NY 14568"
NORTH WINDS LAVENDER FARM,ellen@northwindslavenderfarm.com,BUTTENSCHON TREE FARM,315-865-4849,"9663 LUKE ROAD, MARCY, NY 13403"
"SELECT HORTICULTURE, INC.",,KURT WEISS GREENHOUSES INC,631-878-2500," PO BOX 641, CENTER MORICHES, NY 11934"
BIRD SONG FARM,,BLOOMS FLOWER FARM,315-673-2092,"3243 FOX ROAD, SYRACUSE, NY 13215"
BUTTENSCHON TREE FARM,,BARBATO NURSERY CORPORATION,631-285-6767," SOUND AVE / WILDWOOD PARK, CALVERTON, NY 11933"
PAINTED DAISY THE,linda@theseedguy.com,AMY'S GARDENSTEAD,315-345-4659,"9240 SHUBA ROAD, FULTON, NY 13069"
KURT WEISS GREENHOUSES INC,,GOOD EARTH GREENHOUSE,585-500-5744,"877 LARUE ROAD, CLIFTON SPRINGS, NY 14432"
LANS FLOWER FARM INC,,ALMETERS TREE FARM,585-652-0798,"2764 DUTCH HOLLOW ROAD, STRYKERSVILLE, NY 14145"
MANDALA FARM LLC,John@mandalafarm.com,BROCCOLO GARDEN CENTER,585-424-4476,"2755 PENFIELD ROAD, FAIRPORT, NY 14450"
GOOD EARTH GREENHOUSE,admin@goodearthgreenhouse.com,HERRICKS LANE FARM LLC,631-722-2293,"81 HERRICKS LANE, RIVERHEAD, NY 11901"
STANFARM,,LEPANTO FLORIST LTD,212-929-4226,"110 WEST 17TH ST, NEW YORK, NY 10011"
COLOR BY NATURE,,SCHICHTELS NURSERY INC,716-592-9383,"11410 ROUTE 39, EAST CONCORD, NY 14055"
SCHICHTELS NURSERY INC,,LONGWOOD FRMS & NUR INC,631-757-4837,"149 LONGWOOD ROAD, MIDDLE ISLAND, NY 11953"
BROCCOLO GARDEN CENTER,info@visitrochester.com,HENRY KENNETH A&SONSINC,716-649-1138,"6951 GOWANDA STATE ROAD, HAMBURG, NY 14075"
HENRY KENNETH A&SONSINC,,KABZAS VEGETABLE FARM,716-649-8893,"3587 PLEASANT AVENUE, HAMBURG, NY 14075"
TRACY BS MARKET INC,,GREENLAND LANDSCAPE INC,631-368-7182," GREENLAND LNDCSP 292 TOWNLINE, COMMACK, NY 11725"
LONGWOOD FRMS & NUR INC,,TRACY BS MARKET INC,585-867-0360,"8041 EAST MAIN STREET, LE ROY, NY 14482"
HERRICKS LANE FARM LLC,JSmith@herrickslanefarm.com,AMBROSE BLACK WALNUT TREES,518-563-7942,"16 A LOZIER PLACE, PLATTSBURGH, NY 12901"
HERRICKS LANE FARM LLC,John@herrickslanefarm.com,JANS GREENHOUSE,518-282-0057,"13 KRALL ROAD, HAMPTON, NY 12837"
HERRICKS LANE FARM LLC,JSmith@herrickslanefarm.com.How,ADAMS MARK GREENHOUSES INC,845-471-8655,"759 DUTCHESS TURNPIKE, POUGHKEEPSIE, NY 12603"
HERRICKS LANE FARM LLC,JohnSmith@herrickslanefarm.com,MAWS FARM,315-985-0088,"7342 MAIN ST, NEWPORT, NY 13416"
KABZAS VEGETABLE FARM,,WILMA YODER,,"6335 COUNTY HWY 18, WEST WINFIELD, NY 13491"
AMBROSE BLACK WALNUT TREES,,FEURA FARM,518-966-5797," SR32 & CR406-STANTONS OLD HMST, GREENVILLE, NY 12083"
ADAMS MARK GREENHOUSES INC,,GARDENS BY TRISTA INC,607-588-6762,"153 POLAN HILL ROAD, GILBOA, NY 12076"
GREENLAND LANDSCAPE INC,,BRADT TREE FARMS,716-754-4425,"470 PLETCHER RD, LEWISTON, NY 14092"
WILMA YODER,mmatthews@al.com,ERIC JOHNSON & SONS,518-784-3907,"403 MAPLE LANE, VALATIE, NY 12184"
FEURA FARM,kasstanton210@gmail.com,FRUIT CONNECTIONS LLC,585-364-8879,"977 ROUTES 5 & 20, GENEVA, NY 14456"
MAWS FARM,info@bellingersorchard.com,DELRES GREENHOUSE & GARDEN CENTER,585-343-1038,"4062 WEST MAIN ST, BATAVIA, NY 14020"
MAWS FARM,Farmboss@monaghanfamilyfarm.com,DEES NURSERY INC,516-678-3535,"69 ATLANTIC AVENUE, OCEANSIDE, NY 11572"
MAWS FARM,hilbertberrycompany@gmail.com,ABNER ZOOK,518-603-1414,"311 R. DILLENBECK ROAD, FORT PLAIN, NY 13339"
MAWS FARM,info@candellasfarm.com,S AND R TREE FARM LLC,585-362-7927,"5823 SOUTH LIVONIA ROAD, CONESUS, NY 14435"
MAWS FARM,rbgrapes@yahoo.com,RAGING WINDS FARM,585-335-2963,"7906 KYSORVILLE BYERSVILLE RD, DANSVILLE, NY 14437"
MAWS FARM,daminfarm@frontiernet.net,HIDDEN SPRINGS TREE FARM LLC - GROW,607-525-6456," BINES HILL ROAD, ANDOVER, NY 14806"
MAWS FARM,lmp1358@hotmail.com,RADLIFF HOLLOW FARM,518-673-4877,"210 WEST LYKERS ROAD, CANAJOHARIE, NY 13317"
MAWS FARM,sunmountainapiary@gmail.com,Z'S NUTTY RIDGE LLC,607-310-1318,"5296 TOWN LINE ROAD, MC GRAW, NY 13101"
DEES NURSERY INC,,THE SUNSHINE SHOP,631-472-0531,"482 SYLVAN AVENUE, BAYPORT, NY 11705"
S AND R TREE FARM LLC,,MANDEVILLE FARM,607-589-4399,"894 ITHACA RD, SPENCER, NY 14883"
ERIC JOHNSON & SONS,,SKY-HIGH TURF FARM,315-687-6510," ROUTE 31, BRIDGEPORT, NY 13030"
ABNER ZOOK,dkline@readingeagle.com,SENECA GREENHOUSE,716-677-0681,"6581 SENECA STREET, ELMA, NY 14059"
DELRES GREENHOUSE & GARDEN CENTER,,BERKSHIRE NURSERY AND SUPPLY CORP,845-878-9383,"2714 ROUTE 22, PATTERSON, NY 12563"
BRADT TREE FARMS,,SHADY MAPLE GREENHOUSE AND PRODUCE,518-993-4589,"563 VAN DEWERKER ROAD, CHERRY VALLEY, NY 13320"
RADLIFF HOLLOW FARM,,V K ORCHIDS LLC,845-278-7111," ROUTE 22-1460, BREWSTER, NY 10509"
Z'S NUTTY RIDGE LLC,info@znutty.com,FOREVERGREENS,716-560-8004,"11398 BOLTON ROAD, SPRINGVILLE, NY 14141"
HIDDEN SPRINGS TREE FARM LLC - GROW,,JOSEPH P MOLL AND SONS PLANT COMPANY LLC,315-576-6952,"6973 TUCKAHOE RD, WILLIAMSON, NY 14589"
BERKSHIRE NURSERY AND SUPPLY CORP,fitzgerald.edmund@dol.gov,LAWRENCE BRUBAKER,315-536-0953,"1591 GUYANOGA ROAD, PENN YAN, NY 14527"
BERKSHIRE NURSERY AND SUPPLY CORP,lally.james.c@dol.gov,MARCELLUS NURSERY INC,315-488-2632," HOYT ROAD, MARCELLUS, NY 13108"
THE SUNSHINE SHOP,,D'ARTAGNAN FARMS FOUNDATION,973-344-0565,"221 CRAIGVILLE ROAD, GOSHEN, NY 10924"
V K ORCHIDS LLC,info@nurserytrees.com,WOOD CREEK HERB FARM,315-225-2906,"3995 WOOD CREEK ROAD, ROME, NY 13440"
MANDEVILLE FARM,market14865@gmail.com,SCHENECTADY CO SWCD FARM PROJECT,518-399-6980,"180 PTL ARTHUR CHAIRES LANE, SCHENECTADY, NY 12309"
FOREVERGREENS,info@schroedersforevergreens.com,MANUEL FERNANDEZ SR.,607-746-6077,"3 ROBINSON ROAD, HAMDEN, NY 13782"
SENECA GREENHOUSE,pmsenecagreenhouse@gmail.com,SCHADER FARMS,315-440-7935,"82 GRANT ROAD, WILLIAMSTOWN, NY 13493"
JOSEPH P MOLL AND SONS PLANT COMPANY LLC,,MOHONK MOUNTAIN HOUSE,845-256-2152,"1000 MOUNTAIN REST ROAD, NEW PALTZ, NY 12561"
SCHENECTADY CO SWCD FARM PROJECT,,WINDY ACRES GREENHOUSE,,"66 BROOKLYN RD, NORTH LAWRENCE, NY 12967"
SHADY MAPLE GREENHOUSE AND PRODUCE,,HOLLOW ORCHIDS & HERBS,607-277-3380,"71 GERMAN CROSSROAD, ITHACA, NY 14850"
WOOD CREEK HERB FARM,dawelama4@gmail.com,DELEA LEASING CORP  DBA DELEA SOD FARMS,631-368-8022,"3621 SOUND AVENUE, RIVERHEAD, NY 11901"
WINDY ACRES GREENHOUSE,jjones@morningsentinel.com,PARADISE GARDENS,315-536-5843,"1682 BAKER RD, PENN YAN, NY 14527"
DELEA LEASING CORP  DBA DELEA SOD FARMS,tips@cnn.com,"DAVID A. ERTEL, INC. DBA RUDOLPH GALLEY & SONS",716-822-9298,"2722 CLINTON STREET, BUFFALO, NY 14224"
SCHADER FARMS,13208cnyrma@gmail.com,BOWMAN ORCHARDS,518-371-2042,"147 SUGAR HILLS ROAD, REXFORD, NY 12148"
PARADISE GARDENS,customerservice@mainfloral.net,COUNTRY GARDENS NURSERY,631-325-1522,"220 OLD COUNTRY ROAD, EASTPORT, NY 11941"
LAWRENCE BRUBAKER,customer-service@radaris.com,EAST COAST ORCHIDS,845-692-7227,"2488 ROUTE 17 K, MONTGOMERY, NY 12549"
MARCELLUS NURSERY INC,,CAYUGA LANDSCAPE CO INC,607-257-3000,"2712 NORTH TRIPHAMMER ROAD, ITHACA, NY 14850"
EAST COAST ORCHIDS,UNITEDORCHIDS@GMAIL.COM,"PANTHEON COLLECTIVE INDUSTRIES, LLC",415-879-0794,"2035 WEST ROAD, BOONVILLE, NY 13309"
EAST COAST ORCHIDS,unitedorchids@gmail.com,WHITEFIELD FARM AND FOREST,845-554-8313,"4 OLD COUNTRY PLACE, HOPEWELL JUNCTION, NY 12533"
D'ARTAGNAN FARMS FOUNDATION,jobs@alloneoneall.com,SORBELLO FRANK L,845-691-7828,"139 MARTIN AVENUE, HIGHLAND, NY 125282739"
"DAVID A. ERTEL, INC. DBA RUDOLPH GALLEY & SONS",,W&J AWALD FARMS INC,716-337-2608,"2258 SHIRLEY RD, NORTH COLLINS, NY 14111"
SORBELLO FRANK L,support@giftly.com,FAMILY FRIENDS AND FLOWERS LTD,631-928-2050,"360 OLD TOWN ROAD, EAST SETAUKET, NY 11733"
W&J AWALD FARMS INC,,WARRENS NURSERY INC,,"5506 SOUND AVE, JAMESPORT, NY 11947"
WHITEFIELD FARM AND FOREST,,FELTHOUSENS INC,518-374-4414,"1537 VAN ANTWERP ROAD, SCHENECTADY, NY 12309"
"PANTHEON COLLECTIVE INDUSTRIES, LLC",info@TheUnprescribed.org,BRUMBAUGH ROSALIE,716-445-5116,"8599 SOUTH MAIN STREET, EDEN, NY 14057"
"PANTHEON COLLECTIVE INDUSTRIES, LLC",CaseJuicyFields@priusstartup.com,THERA FARMS LLC,631-478-5229,"1725 BRENTWOOD RD, BRENTWOOD, NY 11717"
FAMILY FRIENDS AND FLOWERS LTD,chris@sunsparklersedums.com,S & SO PRODUCE FARMS LLC,347-682-6962,"63 MOUNT EVE ROAD, GOSHEN, NY 10924"
BOWMAN ORCHARDS,,KRISTAS GREENHOUSES,315-676-7142,"216 POTTER ROAD, WEST MONROE, NY 13167"
KRISTAS GREENHOUSES,,DELEA LEASING CORP DBA DELEA SOD FARMS,631-368-8022," SOUND AVE @ ZILNICKI FARM, RIVERHEAD, NY 11901"
DELEA LEASING CORP DBA DELEA SOD FARMS,tips@cnn.com,TOPIARY GARDENS,315-673-1680,"1840 STUMP ROAD, MARCELLUS, NY 13108"
BESSBORO BUILDERS INC,,BESSBORO BUILDERS INC,518-962-4500,"252 NYS RT 22, WESTPORT, NY 12993"
OAKWOOD GREENHOUSE,,OAKWOOD GREENHOUSE,315-252-7828,"5597 OAKWOOD ROAD, AUBURN, NY 13021"
THERA FARMS LLC,,LANDMARK FARMS DBA,518-587-9586,"4716 STATE HIGHWAY 30, AMSTERDAM, NY 12010"
BRUMBAUGH ROSALIE,,SOMMER NURSERIES LTD,631-878-0896,"232 OLD COUNTRY ROAD, EASTPORT, NY 11941"
WARRENS NURSERY INC,SERVICE@WARRENSNURSERY.COM,GRACE GARDENS,315-536-2556,"1064 ANGUS ROAD, PENN YAN, NY 14527"
S & SO PRODUCE FARMS LLC,,BRIGIOTTAS FARMLAND PRODUCE & GARDEN CENTER INC,716-484-1121,"375 E LIVINGSTON AVE, JAMESTOWN, NY 14701"
LANDMARK FARMS DBA,,AFTERGLOW PEAK LLC,212-206-7820,"96 BALLYMONT DRIVE, MILLERTON, NY 12546"
GRACE GARDENS,info@elpasogracegardens.com,ORCHARD VIEW FARM,585-205-6424,"2112 TOWNLINE RD, WATERPORT, NY 14571"
SOMMER NURSERIES LTD,,VALHALLA GARDEN CENTER INC,914-769-9595,"601 COLUMBUS AVE PO BOX 41, VALHALLA, NY 10595"
BLACK RIVER GREENERY,circulation@wdt.net,BLACK RIVER GREENERY,315-377-2287,"7189 STATE ROUTE 812, LOWVILLE, NY 13367"
VALHALLA GARDEN CENTER INC,,WEAVERS FARM MARKET,607-263-2030,"1272 EAST SIDE ROAD, MORRIS, NY 13808"
JOY WALKING GARDENS,392256707hnathanfarb@mac.comNathanfarb.com,HAVILAND FARM LLC,,"741 E BRANCH RD, PATTERSON, NY 12563"
JOY WALKING GARDENS,beabardin@aol.combeatricebardin.com,JOY WALKING GARDENS,518-647-5143,"293 ROLLING MILL HILL ROAD, AU SABLE FORKS, NY 12912"
JOY WALKING GARDENS,matthewhorner@gmail.comMatthornerstonework.com,KINGS GREENHOUSE,716-372-4077,"1595 EAST STATE ROAD, OLEAN, NY 14760"
JOY WALKING GARDENS,fratellipizzaandrestaurant2.com@yahoo.comFratellipizzarestaurant2.com,CANDY CANE FARM LLC,518-792-4778,"327 GANSEVOORT ROAD, FORT EDWARD, NY 12828"
JOY WALKING GARDENS,kvporchstudio@gmail.com,DIZZY LIZZIE'S FARM,315-662-7565,"3823 SANDERSON RD, ERIEVILLE, NY 13061"
JOY WALKING GARDENS,cclairem90@gmail.comEtsy.com,SONOFABEE FARM,914-475-4409,"6269 ROUTE 9, RHINEBECK, NY 12572"
TOPIARY GARDENS,information@ladewgardens.com,TUMBERS LANDSCAPING LLC,315-252-9995,"5461 MARTIN RD, AUBURN, NY 13021"
KINGS GREENHOUSE,,SD LANG ENT INC DBA VAN SCOTER FLORIST,607-776-2184,"7209 ROUTE 54, BATH, NY 14810"
ORCHARD VIEW FARM,,STEPHEN J. WALKER,518-734-3711,"680 ROUTE 10, WINDHAM, NY 12496"
LEANNE'S COUNTRY GARDENS,,LEANNE'S COUNTRY GARDENS,631-905-3270,"812 SOUND AVE, CALVERTON, NY 11933"
SONOFABEE FARM,,SHADE TREES NURSERY INC,631-722-4041," MILL LANE, MATTITUCK, NY 11952"
DIZZY LIZZIE'S FARM,info@dizzylizziesfarm.com,CREEKSIDE GARDENS AND GALLERIA,518-696-5867,"14 WARRENSBURG ROAD, STONY CREEK, NY 12878"
SD LANG ENT INC DBA VAN SCOTER FLORIST,,SCHICHTELS NURSERY INC,716-592-9383," WINKEY-GUNBARREL, SARDINIA, NY 14134"
SCHICHTELS NURSERY INC,14141info@schichtels.com,MATHILDA GIFFORD,518-751-6797,"601 COUNTY ROUTE 8, GERMANTOWN, NY 12526"
SHADE TREES NURSERY INC,,"NYSARC, INC. CATTARAUGUS - NIAGARA COUNTIES CHAPTER",716-504-2617," INTANDEM GREENHOUSE & FLORAL, NIAGARA FALLS, NY 14304"
"NYSARC, INC. CATTARAUGUS - NIAGARA COUNTIES CHAPTER",,MAITRI FARM LLC,845-789-1522,"143 AMENIA UNION ROAD, AMENIA, NY 12501"
CREEKSIDE GARDENS AND GALLERIA,,RED OAK NURSERIES INC,315-672-3055,"5860 IKE DIXON ROAD, CAMILLUS, NY 13031"
MAITRI FARM LLC,GABBYJENNYCAROLINE@GMAIL.COM,GRISAMORE FARMS LLC,315-497-1347,"749 COWAN ROAD, LOCKE, NY 13092"
RED OAK NURSERIES INC,,AURORA RIDGE GARDENS,315-364-8063,"2498 ANGLING ROAD, AURORA, NY 13026"
CHUCKS GREENHOUSE,,THE ROSE FARM,585-924-3248,"7335 VALENTOWN ROAD, VICTOR, NY 145649714"
MATHILDA GIFFORD,,SEEBOLD FARM,518-868-4376,"2554 STATE HIGHWAY 7, COBLESKILL, NY 12043"
THE ROSE FARM,orders@roselosangeles.com,MARCUS FARMS INC,607-295-7527," ROUTE 36, ARKPORT, NY 14807"
AURORA RIDGE GARDENS,parmstro@icsd.k12.ny.us,CHUCKS GREENHOUSE,607-796-5459,"580 LATTA BROOK ROAD, ELMIRA, NY 14901"
AURORA RIDGE GARDENS,tompkins@cornell.edu,EARLYBIRD FARM,607-272-1056,"806 ELMIRA ROAD, ITHACA, NY 14850"
AURORA RIDGE GARDENS,ymf5@cornell.edu,ANGELS GROUND COVERS INC,914-788-0384,"1-7 HIDDEN MEADOW LANE, PUTNAM VALLEY, NY 10579"
MARCUS FARMS INC,NYAARP@aarp.org,COLORFUL GARDENS WHOLESALE LLC,631-369-5598,"35 MILL RD, CALVERTON, NY 11933"
COLORFUL GARDENS WHOLESALE LLC,colorfulgardens@aol.com,ROSEDALE NURSERIES INC,,"57 E. SEARSVILLE ROAD, MONTGOMERY, NY 12549"
EARLYBIRD FARM,Earlybird806@gmail.com,GABRIELSEN FARMS LLC,631-722-2306,"261 MANOR LANE, JAMESPORT, NY 11947"
GRISAMORE FARMS LLC,,AMOS ZITTEL &SONS INC,716-649-6340,"3275 WEBSTER RD, EDEN, NY 14057"
ANGELS GROUND COVERS INC,,HAWKS WING TREE FARM,607-745-9045,"2616 AMES ROAD, CORTLAND, NY 13045"
RECKNER GREENHOUSES & FARMS LLC,,SHORTZ LANDSCAPE ASSOC INC,315-986-5940,"1055 CANADAIGUA RD, MACEDON, NY 14502"
AMOS ZITTEL &SONS INC,,RECKNER GREENHOUSES & FARMS LLC,631-249-8053,"309 OLD EAST NECK RD, MELVILLE, NY 11747"
PAUL WATSON GREENHOUSES,,DAVID & ANNETTA FOX,,"3269 LAKE TO LAKE RD, STANLEY, NY 14561"
HAWKS WING TREE FARM,,TROYS LANDSCAPE SUPPLY CO INC,518-785-1526,"1266 LOUDON ROAD, COHOES, NY 12047"
BLACK HORSE FARMS INC,,"FOXCHESTER, LLC",607-857-8308,"3305 COUNTY RD 7, MONTOUR FALLS, NY 14865"
SHORTZ LANDSCAPE ASSOC INC,,RUDOLPH YODER,,"1927 CR5, BRUSHTON, NY 12916"
DAVID & ANNETTA FOX,,PAUL WATSON GREENHOUSES,585-615-7916,"10 WOODRUFF RD, RUSH, NY 14543"
SHANAHAN TREE FARM LLC,,FOUR WINDS FARM,845-255-3088,"158 MARABAC ROAD, GARDINER, NY 12525"
VAN BOURGONDIEN C J INC,,BLACK HORSE FARMS INC,518-731-8776,"155 FOUNTAIN FLATS ROAD, COXSACKIE, NY 12051"
GRETNA GARDENS,,VAN BOURGONDIEN C J INC,631-734-5300," MAIN ROAD, PECONIC, NY 11958"
AC LAWNSCAPE SUPPLY LLC,,GRETNA GARDENS,607-988-6808,"2664 STATE HIGHWAY 7, OTEGO, NY 13825"
K & M GREENHOUSE,,AC LAWNSCAPE SUPPLY LLC,518-753-0350,"924 RT 22, CAMBRIDGE, NY 12816"
BOCES WAYNE FINGER LKES,,SHANAHAN TREE FARM LLC,716-957-8040,"3828 DALE ROAD, GASPORT, NY 14067"
COOK AND GARDENER,,JEFF AND CHRISSY BUHRMASTER,518-788-1506,"4120 RIVER RD, LATHAM, NY 12110"
FARMERS WIFE CREATIONS,,K & M GREENHOUSE,,"6395 LAWSON RD, MAYVILLE, NY 14757"
BUDZIES NURSERY - DIVISION OF BUDZIAK ENTERPRISES,,BOCES WAYNE FINGER LKES,315-589-2600,"4440 E RIDGE ROAD, WILLIAMSON, NY 14589"
BONNIE PLANTS LLC,,COOK AND GARDENER,518-563-9308,"139 TOM MILLER ROAD, PLATTSBURGH, NY 12901"
HHOTTT HOUSE GARDEN CENTER,acerbone@adirondackdailyenterprise.com,FARMERS WIFE CREATIONS,315-523-0405,"19355 CT RT 12, LAFARGEVILLE, NY 13656"
WILLIAM A SCHMID,,BUDZIES NURSERY - DIVISION OF BUDZIAK ENTERPRISES,518-673-8223,"6825 STATE HWY 10, CANAJOHARIE, NY 13317"
MOTHER'S MUMS,,BONNIE PLANTS LLC,607-847-9911,"1700 COUNTY HIGHWAY 13, NEW BERLIN, NY 13411"
LOG CABIN PRODUCE,,WILLIAM A SCHMID,914-355-1189,"91 SCHMID RD, NEW HAMPTON, NY 10958"
SCARBOROUGH FIELDS & FLOWERS,eggcanvas@gmail.com,MOTHER'S MUMS,518-993-5502,"241 BROOKMAN'S CORNER ROAD, FORT PLAIN, NY 13339"
BURKHOLDER ELI & RACHEL,,LOG CABIN PRODUCE,717-553-0977,"953 FORDSBUSH ROAD, FORT PLAIN, NY 13339"
HEWITTS GARDEN CENTER INC,,SCARBOROUGH FIELDS & FLOWERS,845-741-4882,"2741 ALBANY POST RD, MONTGOMERY, NY 12549"
PERCH RIVER GARDENS,,BURKHOLDER ELI & RACHEL,607-243-9992,"5293 RAY CROSBY ROAD, DUNDEE, NY 14837"
WAGENHALS R&SON NURSERY,,LITTLE WAGON ROADSIDE FARM STAND,," RT 22, WILLSBORO, NY 12996"
HEMP FARMS LLC,FoothillHempFarms@Gmail.com,WAGENHALS R&SON NURSERY,716-671-3758,"707 GRAVEL ROAD, WEBSTER, NY 14580"
GOZO NF NURSERIES INC,,HHOTTT HOUSE GARDEN CENTER,518-891-4665,"33 PETROVA AVENUE, SARANAC LAKE, NY 12983"
MANDY SPRING FARM NURSERY INC,info@mandysnursery.com,PERCH RIVER GARDENS,315-782-2329,"27712 COUNTY ROUTE 54, DEXTER, NY 13634"
JOES PLANT SHACK,,HEWITTS GARDEN CENTER INC,518-399-4959," RT 4 & I 90, EAST GREENBUSH, NY 12061"
"HERKIMER CO. CHAPTER, NYSARC, INC.",,JOES PLANT SHACK,315-491-3167,"4650 STATE RT 31, CLAY, NY 13041"
BAUMANS FARM MARKET LLC,info@hartseed.com,"HERKIMER CO. CHAPTER, NYSARC, INC.",315-574-7100,"411 FOLTS STREET, HERKIMER, NY 13350"
BOBS TREES,,GOZO NF NURSERIES INC,718-743-1407,"2640 COYLE STREET, BROOKLYN, NY 11235"
TWIN PINES GREENHOUSES,info@orleanscountytourism.com,HEMP FARMS LLC,917-442-3275,"401 DUANESBURG ROAD, SCHENECTADY, NY 12306"
PIGGY GREENS MICROGREENS LLC,,MANDY SPRING FARM NURSERY INC,518-526-1331,"NEW COUNTRY WAY & OLD GLICK RD, SARATOGA SPRINGS, NY 12866"
ELHANNON NURSERY INC,,RIVERMEDE FARM,518-576-4886,"49 BEEDE ROAD, KEENE VALLEY, NY 12943"
RIVERMEDE FARM,,NORTH SERVICE RD NURSERY,631-293-2800,"25 NORTH SERVICE ROAD, DIX HILLS, NY 11746"
PECONIC RIVER HERB FARM,,BORELLA WILLIAM,631-862-9182,"625 NORTH COUNTRY ROAD, ST JAMES, NY 11780"
NORTH SERVICE RD NURSERY,,ELHANNON NURSERY INC,518-686-5553," ROUTE 22 SOUTH SIDE, HOOSICK, NY 12089"
BREEZE HILL FARM AND PRESERVE LLC,,PIGGY GREENS MICROGREENS LLC,914-804-3373,"15 FRANKLIN AVENUE, BEDFORD HILLS, NY 10507"
CHESTNUT RIDGE NURSERY INC,,BAUMANS FARM MARKET LLC,585-671-2820,"1340 FIVE MILE LINE ROAD, WEBSTER, NY 14580"
PARADISE GARDENS,customerservice@mainfloral.net,TWIN PINES GREENHOUSES,585-283-4280,"12631 RIDGE ROAD W, ALBION, NY 14411"
MICHAEL & SONS NURSERIES INC,sales@oxfordgarden.com,MICHAEL & SONS NURSERIES INC,914-592-6620,"200 TARRYTOWN RD, WHITE PLAINS, NY 10607"
IVAN BURKHOLDER,,BLOOMS BY BOGNER,315-732-3820," NEW HARTFORD SHOPPING CENTER, NEW HARTFORD, NY 13413"
BILL & GERRYS FARM,,IVAN BURKHOLDER,585-526-6062,"1158 KASHONG SWITCH ROAD, GENEVA, NY 14456"
RAY MAR TREE FARM,,BOBS TREES,518-6274260," KANIA ROAD, HAGAMAN, NY 12086"
BISON NURSERY WHOLESALE INC,info@bisonnursery.com,RAY MAR TREE FARM,518-466-5322,"73 LANSING ROAD NORTH, SCHENECTADY, NY 12304"
BISON NURSERY WHOLESALE INC,bisonnursery@yahoo.com,PARADISE GARDENS,315-684-3602,"4489 BROOKS ROAD, MORRISVILLE, NY 13408"
HIDDEN ACRE FARM,,CHESTNUT RIDGE NURSERY INC,716-725-8043," EAST MAIN STREET, SPRINGVILLE, NY 14141"
FAMILY TRADITIONS TREE FARM LLC,,BILL & GERRYS FARM,716-731-5003,"3573 SAUNDERS SETTLEMENT ROAD, SANBORN, NY 14132"
KOPPERT CRESS USA LLC,,PECONIC RIVER HERB FARM,631-369-0058,"2749 RIVER ROAD, CALVERTON, NY 11933"
TWIN BROOKS GARDEN CTR,info@nysarborists.com,BREEZE HILL FARM AND PRESERVE LLC,631-383-2589,"31215 COUNTY ROUTE 48, PECONIC, NY 11958"
WIEMER HERMANN J-VNYARD,,TWIN BROOKS GARDEN CTR,845-494-6399,"62 NINE PARTNERS ROAD, STAATSBURG, NY 12580"
LUCZAKS EVERGREEN FARMS,,FAMILY TRADITIONS TREE FARM LLC,518-441-7605,"146 MILE LEVEL ROAD, FULTONVILLE, NY 12072"
LYNDAKER FARMS LLC,,LYNDAKER FARMS LLC,315-429-5030,"237 STATE ROUTE 29A, SALISBURY CENTER, NY 13454"
JASPER MEADOWS FARM,,KOLBER'S FARM,518-767-3046,"916 US ROUTE 9 W, SELKIRK, NY 12158"
PRIMEVAL FOREST LLC,,BISON NURSERY WHOLESALE INC,716-630-9767,"9000 MAIN STREET, CLARENCE, NY 14031"
THE ART OF PROVIDENCE,,LUCZAKS EVERGREEN FARMS,585-322-5417,"4616 WARSAW BOULEVARD, SILVER SPRINGS, NY 14550"
FOREVERGREEN FARMSRUS INC,scott@forevergreensrus.com,HIDDEN ACRE FARM,512-550-6321,"363 PETTICOAT LANE, BLOOMINGBURG, NY 12721"
FRANCES FARMS LLC,,KOPPERT CRESS USA LLC,631-734-8500,"2975 SOUND AVE, RIVERHEAD, NY 11901"
JONATHAN ZEISET,info@agri-dynamics.com,WIEMER HERMANN J-VNYARD,607-243-7971,"3962 ROUTE 14, DUNDEE, NY 14837"
FEELING THORNY TROPICALS,,PRIMEVAL FOREST LLC,716-990-4204,"2813 NIAGARA STREET, BUFFALO, NY 14207"
NATIVE SUN FLOWERS,Nativesunflowers1@gmail.com,FRANCES FARMS LLC,845-292-3382,"467 MUTHIG ROAD, PARKSVILLE, NY 12768"
J HURTGAM FARMS,,J HURTGAM FARMS,716-791-4968,"3216 RIDGE ROAD, RANSOMVILLE, NY 14131"
PRAYS MARKET GROWER,,GLEN COTTAGE FARMS,518-428-2548,"382 CORBIN HILL ROAD, SPRAKERS, NY 12166"
GARDENLAND INC,info@gardenlandusa.com,DAVID D TROYER,585-968-0237,"8285 DEKAY ROAD, BLACK CREEK, NY 14714"
BEYOND YOUR GARDEN CORP,beyondyourgarden@gmail.com,PRAYS MARKET GROWER,518-834-9150,"391 ROUTE 9N, KEESEVILLE, NY 12944"
FAERY'S LANDSCAPING INC.,,BEYOND YOUR GARDEN CORP,518-937-3065,"162 COUNTY HIGHWAY 109, BROADALBIN, NY 12025"
HARRINGTONS,273-5937harringtonsgreenhouse@gmail.com,JASPER MEADOWS FARM,607-257-6230,"26 PALMEAR ROAD, FREEVILLE, NY 13068"
